taskCaseId,activity,timestamp,actor,object
INV-100451,Chrome: Validate,2026-01-30T12:49:19.000Z,Sam Turner,INV-100451
INV-100451,Chrome: Submit,2026-01-30T12:49:25.000Z,Sam Turner,INV-100451
INV-100452,Open Excel,2026-01-30T13:12:16.000Z,Lee Okafor,INV-100452
INV-100452,Excel: Copy Vendor,2026-01-30T13:12:23.000Z,Lee Okafor,INV-100452
INV-100452,Excel: Copy Amount,2026-01-30T13:12:29.000Z,Lee Okafor,INV-100452
INV-100452,Switch to Chrome,2026-01-30T13:12:33.000Z,Lee Okafor,INV-100452
INV-100452,Chrome: Paste Vendor,2026-01-30T13:12:37.000Z,Lee Okafor,INV-100452
INV-100452,Chrome: Paste Amount,2026-01-30T13:12:42.000Z,Lee Okafor,INV-100452
INV-100452,Chrome: Validate,2026-01-30T13:12:48.000Z,Lee Okafor,INV-100452
INV-100452,Chrome: Submit,2026-01-30T13:12:54.000Z,Lee Okafor,INV-100452
INV-100453,Open Excel,2026-01-30T13:35:44.000Z,Maria Alvarez,INV-100453
INV-100453,Excel: Copy Vendor,2026-01-30T13:35:51.000Z,Maria Alvarez,INV-100453
INV-100453,Excel: Copy Amount,2026-01-30T13:35:57.000Z,Maria Alvarez,INV-100453
INV-100453,Switch to Chrome,2026-01-30T13:36:01.000Z,Maria Alvarez,INV-100453
INV-100453,Chrome: Paste Vendor,2026-01-30T13:36:05.000Z,Maria Alvarez,INV-100453
INV-100453,Chrome: Paste Amount,2026-01-30T13:36:10.000Z,Maria Alvarez,INV-100453
INV-100453,Chrome: Validate,2026-01-30T13:36:16.000Z,Maria Alvarez,INV-100453
INV-100453,Chrome: Submit,2026-01-30T13:36:22.000Z,Maria Alvarez,INV-100453
INV-100454,Open Excel,2026-01-30T13:59:13.000Z,Tom Becker,INV-100454
INV-100454,Excel: Copy Vendor,2026-01-30T13:59:21.000Z,Tom Becker,INV-100454
INV-100454,Switch to Chrome,2026-01-30T13:59:25.000Z,Tom Becker,INV-100454
INV-100454,Chrome: Paste Vendor,2026-01-30T13:59:29.000Z,Tom Becker,INV-100454
INV-100454,Switch to Excel,2026-01-30T13:59:35.000Z,Tom Becker,INV-100454
INV-100454,Excel: Copy Amount,2026-01-30T13:59:40.000Z,Tom Becker,INV-100454
INV-100454,Switch to Chrome,2026-01-30T13:59:44.000Z,Tom Becker,INV-100454
INV-100454,Chrome: Paste Amount,2026-01-30T13:59:48.000Z,Tom Becker,INV-100454
INV-100454,Chrome: Validate,2026-01-30T13:59:54.000Z,Tom Becker,INV-100454
INV-100454,Chrome: Submit,2026-01-30T14:00:00.000Z,Tom Becker,INV-100454
INV-100455,Open Excel,2026-01-30T14:22:41.000Z,Aisha Khan,INV-100455
INV-100455,Excel: Copy Vendor,2026-01-30T14:22:49.000Z,Aisha Khan,INV-100455
INV-100455,Switch to Chrome,2026-01-30T14:22:53.000Z,Aisha Khan,INV-100455
INV-100455,Chrome: Paste Vendor,2026-01-30T14:22:57.000Z,Aisha Khan,INV-100455
INV-100455,Switch to Excel,2026-01-30T14:23:03.000Z,Aisha Khan,INV-100455
INV-100455,Excel: Copy Amount,2026-01-30T14:23:08.000Z,Aisha Khan,INV-100455
INV-100455,Switch to Chrome,2026-01-30T14:23:12.000Z,Aisha Khan,INV-100455
INV-100455,Chrome: Paste Amount,2026-01-30T14:23:16.000Z,Aisha Khan,INV-100455
INV-100455,Chrome: Validate,2026-01-30T14:23:22.000Z,Aisha Khan,INV-100455
INV-100455,Chrome: Submit,2026-01-30T14:23:28.000Z,Aisha Khan,INV-100455
INV-100456,Open Excel,2026-01-30T14:43:09.000Z,Diego Santos,INV-100456
INV-100456,Excel: Copy Vendor,2026-01-30T14:43:17.000Z,Diego Santos,INV-100456
INV-100456,Switch to Chrome,2026-01-30T14:43:21.000Z,Diego Santos,INV-100456
INV-100456,Chrome: Paste Vendor,2026-01-30T14:43:25.000Z,Diego Santos,INV-100456
INV-100456,Switch to Excel,2026-01-30T14:43:31.000Z,Diego Santos,INV-100456
INV-100456,Excel: Copy Amount,2026-01-30T14:43:36.000Z,Diego Santos,INV-100456
INV-100456,Switch to Chrome,2026-01-30T14:43:40.000Z,Diego Santos,INV-100456
INV-100456,Chrome: Paste Amount,2026-01-30T14:43:44.000Z,Diego Santos,INV-100456
INV-100456,Chrome: Validate,2026-01-30T14:43:50.000Z,Diego Santos,INV-100456
INV-100456,Chrome: Submit,2026-01-30T14:43:56.000Z,Diego Santos,INV-100456
INV-100457,Open Excel,2026-01-30T15:06:38.000Z,Nina Petrova,INV-100457
INV-100457,Excel: Copy Vendor,2026-01-30T15:06:46.000Z,Nina Petrova,INV-100457
INV-100457,Switch to Chrome,2026-01-30T15:06:50.000Z,Nina Petrova,INV-100457
INV-100457,Chrome: Paste Vendor,2026-01-30T15:06:54.000Z,Nina Petrova,INV-100457
INV-100457,Switch to Excel,2026-01-30T15:07:00.000Z,Nina Petrova,INV-100457
INV-100457,Excel: Copy Amount,2026-01-30T15:07:05.000Z,Nina Petrova,INV-100457
INV-100457,Switch to Chrome,2026-01-30T15:07:09.000Z,Nina Petrova,INV-100457
INV-100457,Chrome: Paste Amount,2026-01-30T15:07:13.000Z,Nina Petrova,INV-100457
INV-100457,Chrome: Validate,2026-01-30T15:07:19.000Z,Nina Petrova,INV-100457
INV-100457,Chrome: Submit,2026-01-30T15:07:25.000Z,Nina Petrova,INV-100457
INV-100458,Open Excel,2026-01-30T15:30:06.000Z,Priya Nadella,INV-100458
INV-100458,Excel: Copy Vendor,2026-01-30T15:30:14.000Z,Priya Nadella,INV-100458
INV-100458,Switch to Chrome,2026-01-30T15:30:18.000Z,Priya Nadella,INV-100458
INV-100458,Chrome: Paste Vendor,2026-01-30T15:30:22.000Z,Priya Nadella,INV-100458
INV-100458,Switch to Excel,2026-01-30T15:30:28.000Z,Priya Nadella,INV-100458
INV-100458,Excel: Copy Amount,2026-01-30T15:30:33.000Z,Priya Nadella,INV-100458
INV-100458,Switch to Chrome,2026-01-30T15:30:37.000Z,Priya Nadella,INV-100458
INV-100458,Chrome: Paste Amount,2026-01-30T15:30:41.000Z,Priya Nadella,INV-100458
INV-100458,Chrome: Validate,2026-01-30T15:30:47.000Z,Priya Nadella,INV-100458
INV-100458,Chrome: Submit,2026-01-30T15:30:53.000Z,Priya Nadella,INV-100458
INV-100459,Open Excel,2026-01-30T15:53:35.000Z,Sam Turner,INV-100459
INV-100459,Excel: Copy Vendor,2026-01-30T15:53:43.000Z,Sam Turner,INV-100459
INV-100459,Switch to Chrome,2026-01-30T15:53:47.000Z,Sam Turner,INV-100459
INV-100459,Chrome: Paste Vendor,2026-01-30T15:53:51.000Z,Sam Turner,INV-100459
INV-100459,Switch to Excel,2026-01-30T15:53:57.000Z,Sam Turner,INV-100459
INV-100459,Excel: Copy Amount,2026-01-30T15:54:02.000Z,Sam Turner,INV-100459
INV-100459,Switch to Chrome,2026-01-30T15:54:06.000Z,Sam Turner,INV-100459
INV-100459,Chrome: Paste Amount,2026-01-30T15:54:10.000Z,Sam Turner,INV-100459
INV-100459,Chrome: Validate,2026-01-30T15:54:16.000Z,Sam Turner,INV-100459
INV-100459,Switch to Excel,2026-01-30T15:54:24.000Z,Sam Turner,INV-100459
INV-100459,Excel: Copy Amount,2026-01-30T15:54:30.000Z,Sam Turner,INV-100459
INV-100459,Switch to Chrome,2026-01-30T15:54:34.000Z,Sam Turner,INV-100459
INV-100459,Chrome: Paste Amount,2026-01-30T15:54:39.000Z,Sam Turner,INV-100459
INV-100459,Chrome: Validate,2026-01-30T15:54:46.000Z,Sam Turner,INV-100459
INV-100459,Chrome: Submit,2026-01-30T15:54:52.000Z,Sam Turner,INV-100459
INV-100460,Open Excel,2026-01-30T16:17:03.000Z,Lee Okafor,INV-100460
INV-100460,Excel: Copy Vendor,2026-01-30T16:17:11.000Z,Lee Okafor,INV-100460
INV-100460,Switch to Chrome,2026-01-30T16:17:15.000Z,Lee Okafor,INV-100460
INV-100460,Chrome: Paste Vendor,2026-01-30T16:17:19.000Z,Lee Okafor,INV-100460
INV-100460,Switch to Excel,2026-01-30T16:17:25.000Z,Lee Okafor,INV-100460
INV-100460,Excel: Copy Amount,2026-01-30T16:17:30.000Z,Lee Okafor,INV-100460
INV-100460,Switch to Chrome,2026-01-30T16:17:34.000Z,Lee Okafor,INV-100460
INV-100460,Chrome: Paste Amount,2026-01-30T16:17:38.000Z,Lee Okafor,INV-100460
INV-100460,Chrome: Validate,2026-01-30T16:17:44.000Z,Lee Okafor,INV-100460
INV-100460,Switch to Excel,2026-01-30T16:17:52.000Z,Lee Okafor,INV-100460
INV-100460,Excel: Copy Amount,2026-01-30T16:17:58.000Z,Lee Okafor,INV-100460
INV-100460,Switch to Chrome,2026-01-30T16:18:02.000Z,Lee Okafor,INV-100460
INV-100460,Chrome: Paste Amount,2026-01-30T16:18:07.000Z,Lee Okafor,INV-100460
INV-100460,Chrome: Validate,2026-01-30T16:18:14.000Z,Lee Okafor,INV-100460
INV-100460,Chrome: Submit,2026-01-30T16:18:20.000Z,Lee Okafor,INV-100460
INV-100461,Open Excel,2026-01-30T16:37:32.000Z,Maria Alvarez,INV-100461
INV-100461,Excel: Copy Vendor,2026-01-30T16:37:40.000Z,Maria Alvarez,INV-100461
INV-100461,Switch to Chrome,2026-01-30T16:37:44.000Z,Maria Alvarez,INV-100461
INV-100461,Chrome: Paste Vendor,2026-01-30T16:37:48.000Z,Maria Alvarez,INV-100461
INV-100461,Switch to Excel,2026-01-30T16:37:54.000Z,Maria Alvarez,INV-100461
INV-100461,Excel: Copy Amount,2026-01-30T16:37:59.000Z,Maria Alvarez,INV-100461
INV-100461,Switch to Chrome,2026-01-30T16:38:03.000Z,Maria Alvarez,INV-100461
INV-100461,Chrome: Paste Amount,2026-01-30T16:38:07.000Z,Maria Alvarez,INV-100461
INV-100461,Chrome: Validate,2026-01-30T16:38:13.000Z,Maria Alvarez,INV-100461
INV-100461,Switch to Excel,2026-01-30T16:38:21.000Z,Maria Alvarez,INV-100461
INV-100461,Excel: Copy Amount,2026-01-30T16:38:27.000Z,Maria Alvarez,INV-100461
INV-100461,Switch to Chrome,2026-01-30T16:38:31.000Z,Maria Alvarez,INV-100461
INV-100461,Chrome: Paste Amount,2026-01-30T16:38:36.000Z,Maria Alvarez,INV-100461
INV-100461,Chrome: Validate,2026-01-30T16:38:43.000Z,Maria Alvarez,INV-100461
INV-100461,Chrome: Submit,2026-01-30T16:38:49.000Z,Maria Alvarez,INV-100461
INV-100462,Open Excel,2026-02-02T09:01:00.000Z,Tom Becker,INV-100462
INV-100462,Excel: Copy Vendor,2026-02-02T09:01:07.000Z,Tom Becker,INV-100462
INV-100462,Excel: Copy Amount,2026-02-02T09:01:13.000Z,Tom Becker,INV-100462
INV-100462,Switch to Chrome,2026-02-02T09:01:17.000Z,Tom Becker,INV-100462
INV-100462,Chrome: Paste Vendor,2026-02-02T09:01:21.000Z,Tom Becker,INV-100462
INV-100462,Chrome: Paste Amount,2026-02-02T09:01:26.000Z,Tom Becker,INV-100462
INV-100462,Chrome: Validate,2026-02-02T09:01:32.000Z,Tom Becker,INV-100462
INV-100462,Chrome: Submit,2026-02-02T09:01:38.000Z,Tom Becker,INV-100462
INV-100463,Open Excel,2026-02-02T09:24:28.000Z,Aisha Khan,INV-100463
INV-100463,Excel: Copy Vendor,2026-02-02T09:24:35.000Z,Aisha Khan,INV-100463
INV-100463,Excel: Copy Amount,2026-02-02T09:24:41.000Z,Aisha Khan,INV-100463
INV-100463,Switch to Chrome,2026-02-02T09:24:45.000Z,Aisha Khan,INV-100463
INV-100463,Chrome: Paste Vendor,2026-02-02T09:24:49.000Z,Aisha Khan,INV-100463
INV-100463,Chrome: Paste Amount,2026-02-02T09:24:54.000Z,Aisha Khan,INV-100463
INV-100463,Chrome: Validate,2026-02-02T09:25:00.000Z,Aisha Khan,INV-100463
INV-100463,Chrome: Submit,2026-02-02T09:25:06.000Z,Aisha Khan,INV-100463
INV-100464,Open Excel,2026-02-02T09:47:57.000Z,Diego Santos,INV-100464
INV-100464,Excel: Copy Vendor,2026-02-02T09:48:04.000Z,Diego Santos,INV-100464
INV-100464,Excel: Copy Amount,2026-02-02T09:48:10.000Z,Diego Santos,INV-100464
INV-100464,Switch to Chrome,2026-02-02T09:48:14.000Z,Diego Santos,INV-100464
INV-100464,Chrome: Paste Vendor,2026-02-02T09:48:18.000Z,Diego Santos,INV-100464
INV-100464,Chrome: Paste Amount,2026-02-02T09:48:23.000Z,Diego Santos,INV-100464
INV-100464,Chrome: Validate,2026-02-02T09:48:29.000Z,Diego Santos,INV-100464
INV-100464,Chrome: Submit,2026-02-02T09:48:35.000Z,Diego Santos,INV-100464
INV-100465,Open Excel,2026-02-02T10:11:25.000Z,Nina Petrova,INV-100465
INV-100465,Excel: Copy Vendor,2026-02-02T10:11:32.000Z,Nina Petrova,INV-100465
INV-100465,Excel: Copy Amount,2026-02-02T10:11:38.000Z,Nina Petrova,INV-100465
INV-100465,Switch to Chrome,2026-02-02T10:11:42.000Z,Nina Petrova,INV-100465
INV-100465,Chrome: Paste Vendor,2026-02-02T10:11:46.000Z,Nina Petrova,INV-100465
INV-100465,Chrome: Paste Amount,2026-02-02T10:11:51.000Z,Nina Petrova,INV-100465
INV-100465,Chrome: Validate,2026-02-02T10:11:57.000Z,Nina Petrova,INV-100465
INV-100465,Chrome: Submit,2026-02-02T10:12:03.000Z,Nina Petrova,INV-100465
INV-100466,Open Excel,2026-02-02T10:31:54.000Z,Priya Nadella,INV-100466
INV-100466,Excel: Copy Vendor,2026-02-02T10:32:01.000Z,Priya Nadella,INV-100466
INV-100466,Excel: Copy Amount,2026-02-02T10:32:07.000Z,Priya Nadella,INV-100466
INV-100466,Switch to Chrome,2026-02-02T10:32:11.000Z,Priya Nadella,INV-100466
INV-100466,Chrome: Paste Vendor,2026-02-02T10:32:15.000Z,Priya Nadella,INV-100466
INV-100466,Chrome: Paste Amount,2026-02-02T10:32:20.000Z,Priya Nadella,INV-100466
INV-100466,Chrome: Validate,2026-02-02T10:32:26.000Z,Priya Nadella,INV-100466
INV-100466,Chrome: Submit,2026-02-02T10:32:32.000Z,Priya Nadella,INV-100466
INV-100467,Open Excel,2026-02-02T10:55:22.000Z,Sam Turner,INV-100467
INV-100467,Excel: Copy Vendor,2026-02-02T10:55:29.000Z,Sam Turner,INV-100467
INV-100467,Excel: Copy Amount,2026-02-02T10:55:35.000Z,Sam Turner,INV-100467
INV-100467,Switch to Chrome,2026-02-02T10:55:39.000Z,Sam Turner,INV-100467
INV-100467,Chrome: Paste Vendor,2026-02-02T10:55:43.000Z,Sam Turner,INV-100467
INV-100467,Chrome: Paste Amount,2026-02-02T10:55:48.000Z,Sam Turner,INV-100467
INV-100467,Chrome: Validate,2026-02-02T10:55:54.000Z,Sam Turner,INV-100467
INV-100467,Chrome: Submit,2026-02-02T10:56:00.000Z,Sam Turner,INV-100467
INV-100468,Open Excel,2026-02-02T11:18:51.000Z,Lee Okafor,INV-100468
INV-100468,Excel: Copy Vendor,2026-02-02T11:18:58.000Z,Lee Okafor,INV-100468
INV-100468,Excel: Copy Amount,2026-02-02T11:19:04.000Z,Lee Okafor,INV-100468
INV-100468,Switch to Chrome,2026-02-02T11:19:08.000Z,Lee Okafor,INV-100468
INV-100468,Chrome: Paste Vendor,2026-02-02T11:19:12.000Z,Lee Okafor,INV-100468
INV-100468,Chrome: Paste Amount,2026-02-02T11:19:17.000Z,Lee Okafor,INV-100468
INV-100468,Chrome: Validate,2026-02-02T11:19:23.000Z,Lee Okafor,INV-100468
INV-100468,Chrome: Submit,2026-02-02T11:19:29.000Z,Lee Okafor,INV-100468
INV-100469,Open Excel,2026-02-02T11:42:19.000Z,Maria Alvarez,INV-100469
INV-100469,Excel: Copy Vendor,2026-02-02T11:42:26.000Z,Maria Alvarez,INV-100469
INV-100469,Excel: Copy Amount,2026-02-02T11:42:32.000Z,Maria Alvarez,INV-100469
INV-100469,Switch to Chrome,2026-02-02T11:42:36.000Z,Maria Alvarez,INV-100469
INV-100469,Chrome: Paste Vendor,2026-02-02T11:42:40.000Z,Maria Alvarez,INV-100469
INV-100469,Chrome: Paste Amount,2026-02-02T11:42:45.000Z,Maria Alvarez,INV-100469
INV-100469,Chrome: Validate,2026-02-02T11:42:51.000Z,Maria Alvarez,INV-100469
INV-100469,Chrome: Submit,2026-02-02T11:42:57.000Z,Maria Alvarez,INV-100469
INV-100470,Open Excel,2026-02-02T12:05:47.000Z,Tom Becker,INV-100470
INV-100470,Excel: Copy Vendor,2026-02-02T12:05:54.000Z,Tom Becker,INV-100470
INV-100470,Excel: Copy Amount,2026-02-02T12:06:00.000Z,Tom Becker,INV-100470
INV-100470,Switch to Chrome,2026-02-02T12:06:04.000Z,Tom Becker,INV-100470
INV-100470,Chrome: Paste Vendor,2026-02-02T12:06:08.000Z,Tom Becker,INV-100470
INV-100470,Chrome: Paste Amount,2026-02-02T12:06:13.000Z,Tom Becker,INV-100470
INV-100470,Chrome: Validate,2026-02-02T12:06:19.000Z,Tom Becker,INV-100470
INV-100470,Chrome: Submit,2026-02-02T12:06:25.000Z,Tom Becker,INV-100470
INV-100471,Open Excel,2026-02-02T12:26:16.000Z,Aisha Khan,INV-100471
INV-100471,Excel: Copy Vendor,2026-02-02T12:26:23.000Z,Aisha Khan,INV-100471
INV-100471,Excel: Copy Amount,2026-02-02T12:26:29.000Z,Aisha Khan,INV-100471
INV-100471,Switch to Chrome,2026-02-02T12:26:33.000Z,Aisha Khan,INV-100471
INV-100471,Chrome: Paste Vendor,2026-02-02T12:26:37.000Z,Aisha Khan,INV-100471
INV-100471,Chrome: Paste Amount,2026-02-02T12:26:42.000Z,Aisha Khan,INV-100471
INV-100471,Chrome: Validate,2026-02-02T12:26:48.000Z,Aisha Khan,INV-100471
INV-100471,Chrome: Submit,2026-02-02T12:26:54.000Z,Aisha Khan,INV-100471
INV-100472,Open Excel,2026-02-02T12:49:44.000Z,Diego Santos,INV-100472
INV-100472,Excel: Copy Vendor,2026-02-02T12:49:51.000Z,Diego Santos,INV-100472
INV-100472,Excel: Copy Amount,2026-02-02T12:49:57.000Z,Diego Santos,INV-100472
INV-100472,Switch to Chrome,2026-02-02T12:50:01.000Z,Diego Santos,INV-100472
INV-100472,Chrome: Paste Vendor,2026-02-02T12:50:05.000Z,Diego Santos,INV-100472
INV-100472,Chrome: Paste Amount,2026-02-02T12:50:10.000Z,Diego Santos,INV-100472
INV-100472,Chrome: Validate,2026-02-02T12:50:16.000Z,Diego Santos,INV-100472
INV-100472,Chrome: Submit,2026-02-02T12:50:22.000Z,Diego Santos,INV-100472
INV-100473,Open Excel,2026-02-02T13:13:13.000Z,Nina Petrova,INV-100473
INV-100473,Excel: Copy Vendor,2026-02-02T13:13:20.000Z,Nina Petrova,INV-100473
INV-100473,Excel: Copy Amount,2026-02-02T13:13:26.000Z,Nina Petrova,INV-100473
INV-100473,Switch to Chrome,2026-02-02T13:13:30.000Z,Nina Petrova,INV-100473
INV-100473,Chrome: Paste Vendor,2026-02-02T13:13:34.000Z,Nina Petrova,INV-100473
INV-100473,Chrome: Paste Amount,2026-02-02T13:13:39.000Z,Nina Petrova,INV-100473
INV-100473,Chrome: Validate,2026-02-02T13:13:45.000Z,Nina Petrova,INV-100473
INV-100473,Chrome: Submit,2026-02-02T13:13:51.000Z,Nina Petrova,INV-100473
INV-100474,Open Excel,2026-02-02T13:36:41.000Z,Priya Nadella,INV-100474
INV-100474,Excel: Copy Vendor,2026-02-02T13:36:49.000Z,Priya Nadella,INV-100474
INV-100474,Switch to Chrome,2026-02-02T13:36:53.000Z,Priya Nadella,INV-100474
INV-100474,Chrome: Paste Vendor,2026-02-02T13:36:57.000Z,Priya Nadella,INV-100474
INV-100474,Switch to Excel,2026-02-02T13:37:03.000Z,Priya Nadella,INV-100474
INV-100474,Excel: Copy Amount,2026-02-02T13:37:08.000Z,Priya Nadella,INV-100474
INV-100474,Switch to Chrome,2026-02-02T13:37:12.000Z,Priya Nadella,INV-100474
INV-100474,Chrome: Paste Amount,2026-02-02T13:37:16.000Z,Priya Nadella,INV-100474
INV-100474,Chrome: Validate,2026-02-02T13:37:22.000Z,Priya Nadella,INV-100474
INV-100474,Chrome: Submit,2026-02-02T13:37:28.000Z,Priya Nadella,INV-100474
INV-100475,Open Excel,2026-02-02T13:57:10.000Z,Sam Turner,INV-100475
INV-100475,Excel: Copy Vendor,2026-02-02T13:57:18.000Z,Sam Turner,INV-100475
INV-100475,Switch to Chrome,2026-02-02T13:57:22.000Z,Sam Turner,INV-100475
INV-100475,Chrome: Paste Vendor,2026-02-02T13:57:26.000Z,Sam Turner,INV-100475
INV-100475,Switch to Excel,2026-02-02T13:57:32.000Z,Sam Turner,INV-100475
INV-100475,Excel: Copy Amount,2026-02-02T13:57:37.000Z,Sam Turner,INV-100475
INV-100475,Switch to Chrome,2026-02-02T13:57:41.000Z,Sam Turner,INV-100475
INV-100475,Chrome: Paste Amount,2026-02-02T13:57:45.000Z,Sam Turner,INV-100475
INV-100475,Chrome: Validate,2026-02-02T13:57:51.000Z,Sam Turner,INV-100475
INV-100475,Chrome: Submit,2026-02-02T13:57:57.000Z,Sam Turner,INV-100475
INV-100476,Open Excel,2026-02-02T14:20:38.000Z,Lee Okafor,INV-100476
INV-100476,Excel: Copy Vendor,2026-02-02T14:20:46.000Z,Lee Okafor,INV-100476
INV-100476,Switch to Chrome,2026-02-02T14:20:50.000Z,Lee Okafor,INV-100476
INV-100476,Chrome: Paste Vendor,2026-02-02T14:20:54.000Z,Lee Okafor,INV-100476
INV-100476,Switch to Excel,2026-02-02T14:21:00.000Z,Lee Okafor,INV-100476
INV-100476,Excel: Copy Amount,2026-02-02T14:21:05.000Z,Lee Okafor,INV-100476
INV-100476,Switch to Chrome,2026-02-02T14:21:09.000Z,Lee Okafor,INV-100476
INV-100476,Chrome: Paste Amount,2026-02-02T14:21:13.000Z,Lee Okafor,INV-100476
INV-100476,Chrome: Validate,2026-02-02T14:21:19.000Z,Lee Okafor,INV-100476
INV-100476,Chrome: Submit,2026-02-02T14:21:25.000Z,Lee Okafor,INV-100476
INV-100477,Open Excel,2026-02-02T14:44:06.000Z,Maria Alvarez,INV-100477
INV-100477,Excel: Copy Vendor,2026-02-02T14:44:14.000Z,Maria Alvarez,INV-100477
INV-100477,Switch to Chrome,2026-02-02T14:44:18.000Z,Maria Alvarez,INV-100477
INV-100477,Chrome: Paste Vendor,2026-02-02T14:44:22.000Z,Maria Alvarez,INV-100477
INV-100477,Switch to Excel,2026-02-02T14:44:28.000Z,Maria Alvarez,INV-100477
INV-100477,Excel: Copy Amount,2026-02-02T14:44:33.000Z,Maria Alvarez,INV-100477
INV-100477,Switch to Chrome,2026-02-02T14:44:37.000Z,Maria Alvarez,INV-100477
INV-100477,Chrome: Paste Amount,2026-02-02T14:44:41.000Z,Maria Alvarez,INV-100477
INV-100477,Chrome: Validate,2026-02-02T14:44:47.000Z,Maria Alvarez,INV-100477
INV-100477,Chrome: Submit,2026-02-02T14:44:53.000Z,Maria Alvarez,INV-100477
INV-100478,Open Excel,2026-02-02T15:07:35.000Z,Tom Becker,INV-100478
INV-100478,Excel: Copy Vendor,2026-02-02T15:07:43.000Z,Tom Becker,INV-100478
INV-100478,Switch to Chrome,2026-02-02T15:07:47.000Z,Tom Becker,INV-100478
INV-100478,Chrome: Paste Vendor,2026-02-02T15:07:51.000Z,Tom Becker,INV-100478
INV-100478,Switch to Excel,2026-02-02T15:07:57.000Z,Tom Becker,INV-100478
INV-100478,Excel: Copy Amount,2026-02-02T15:08:02.000Z,Tom Becker,INV-100478
INV-100478,Switch to Chrome,2026-02-02T15:08:06.000Z,Tom Becker,INV-100478
INV-100478,Chrome: Paste Amount,2026-02-02T15:08:10.000Z,Tom Becker,INV-100478
INV-100478,Chrome: Validate,2026-02-02T15:08:16.000Z,Tom Becker,INV-100478
INV-100478,Chrome: Submit,2026-02-02T15:08:22.000Z,Tom Becker,INV-100478
INV-100479,Open Excel,2026-02-02T15:31:03.000Z,Aisha Khan,INV-100479
INV-100479,Excel: Copy Vendor,2026-02-02T15:31:11.000Z,Aisha Khan,INV-100479
INV-100479,Switch to Chrome,2026-02-02T15:31:15.000Z,Aisha Khan,INV-100479
INV-100479,Chrome: Paste Vendor,2026-02-02T15:31:19.000Z,Aisha Khan,INV-100479
INV-100479,Switch to Excel,2026-02-02T15:31:25.000Z,Aisha Khan,INV-100479
INV-100479,Excel: Copy Amount,2026-02-02T15:31:30.000Z,Aisha Khan,INV-100479
INV-100479,Switch to Chrome,2026-02-02T15:31:34.000Z,Aisha Khan,INV-100479
INV-100479,Chrome: Paste Amount,2026-02-02T15:31:38.000Z,Aisha Khan,INV-100479
INV-100479,Chrome: Validate,2026-02-02T15:31:44.000Z,Aisha Khan,INV-100479
INV-100479,Switch to Excel,2026-02-02T15:31:52.000Z,Aisha Khan,INV-100479
INV-100479,Excel: Copy Amount,2026-02-02T15:31:58.000Z,Aisha Khan,INV-100479
INV-100479,Switch to Chrome,2026-02-02T15:32:02.000Z,Aisha Khan,INV-100479
INV-100479,Chrome: Paste Amount,2026-02-02T15:32:07.000Z,Aisha Khan,INV-100479
INV-100479,Chrome: Validate,2026-02-02T15:32:14.000Z,Aisha Khan,INV-100479
INV-100479,Chrome: Submit,2026-02-02T15:32:20.000Z,Aisha Khan,INV-100479
INV-100480,Open Excel,2026-02-02T15:51:32.000Z,Diego Santos,INV-100480
INV-100480,Excel: Copy Vendor,2026-02-02T15:51:40.000Z,Diego Santos,INV-100480
INV-100480,Switch to Chrome,2026-02-02T15:51:44.000Z,Diego Santos,INV-100480
INV-100480,Chrome: Paste Vendor,2026-02-02T15:51:48.000Z,Diego Santos,INV-100480
INV-100480,Switch to Excel,2026-02-02T15:51:54.000Z,Diego Santos,INV-100480
INV-100480,Excel: Copy Amount,2026-02-02T15:51:59.000Z,Diego Santos,INV-100480
INV-100480,Switch to Chrome,2026-02-02T15:52:03.000Z,Diego Santos,INV-100480
INV-100480,Chrome: Paste Amount,2026-02-02T15:52:07.000Z,Diego Santos,INV-100480
INV-100480,Chrome: Validate,2026-02-02T15:52:13.000Z,Diego Santos,INV-100480
INV-100480,Switch to Excel,2026-02-02T15:52:21.000Z,Diego Santos,INV-100480
INV-100480,Excel: Copy Amount,2026-02-02T15:52:27.000Z,Diego Santos,INV-100480
INV-100480,Switch to Chrome,2026-02-02T15:52:31.000Z,Diego Santos,INV-100480
INV-100480,Chrome: Paste Amount,2026-02-02T15:52:36.000Z,Diego Santos,INV-100480
INV-100480,Chrome: Validate,2026-02-02T15:52:43.000Z,Diego Santos,INV-100480
INV-100480,Chrome: Submit,2026-02-02T15:52:49.000Z,Diego Santos,INV-100480
INV-100481,Open Excel,2026-02-02T16:15:00.000Z,Nina Petrova,INV-100481
INV-100481,Excel: Copy Vendor,2026-02-02T16:15:08.000Z,Nina Petrova,INV-100481
INV-100481,Switch to Chrome,2026-02-02T16:15:12.000Z,Nina Petrova,INV-100481
INV-100481,Chrome: Paste Vendor,2026-02-02T16:15:16.000Z,Nina Petrova,INV-100481
INV-100481,Switch to Excel,2026-02-02T16:15:22.000Z,Nina Petrova,INV-100481
INV-100481,Excel: Copy Amount,2026-02-02T16:15:27.000Z,Nina Petrova,INV-100481
INV-100481,Switch to Chrome,2026-02-02T16:15:31.000Z,Nina Petrova,INV-100481
INV-100481,Chrome: Paste Amount,2026-02-02T16:15:35.000Z,Nina Petrova,INV-100481
INV-100481,Chrome: Validate,2026-02-02T16:15:41.000Z,Nina Petrova,INV-100481
INV-100481,Switch to Excel,2026-02-02T16:15:49.000Z,Nina Petrova,INV-100481
